,datetime,power
481,2020-01-11 00:30:00,0.0
482,2020-01-11 01:00:00,0.0
483,2020-01-11 01:30:00,0.0
484,2020-01-11 02:00:00,0.0
485,2020-01-11 02:30:00,0.0
486,2020-01-11 03:00:00,0.0
487,2020-01-11 03:30:00,0.0
488,2020-01-11 04:00:00,0.0
489,2020-01-11 04:30:00,0.0
490,2020-01-11 05:00:00,0.0
491,2020-01-11 05:30:00,0.0
492,2020-01-11 06:00:00,0.0
493,2020-01-11 06:30:00,75.5665
494,2020-01-11 07:00:00,151.13299999999998
495,2020-01-11 07:30:00,542.8555
496,2020-01-11 08:00:00,934.578
497,2020-01-11 08:30:00,1296.6485
498,2020-01-11 09:00:00,1658.719
499,2020-01-11 09:30:00,1958.752
500,2020-01-11 10:00:00,2258.785
501,2020-01-11 10:30:00,2368.714
502,2020-01-11 11:00:00,2478.643
503,2020-01-11 11:30:00,2448.9515
504,2020-01-11 12:00:00,2419.26
505,2020-01-11 12:30:00,2229.8595
506,2020-01-11 13:00:00,2040.459
507,2020-01-11 13:30:00,1682.904
508,2020-01-11 14:00:00,1325.349
509,2020-01-11 14:30:00,914.322
510,2020-01-11 15:00:00,503.295
511,2020-01-11 15:30:00,260.3135
512,2020-01-11 16:00:00,17.332
513,2020-01-11 16:30:00,8.666
514,2020-01-11 17:00:00,0.0
515,2020-01-11 17:30:00,0.0
516,2020-01-11 18:00:00,0.0
517,2020-01-11 18:30:00,0.0
518,2020-01-11 19:00:00,0.0
519,2020-01-11 19:30:00,0.0
520,2020-01-11 20:00:00,0.0
521,2020-01-11 20:30:00,0.0
522,2020-01-11 21:00:00,0.0
523,2020-01-11 21:30:00,0.0
524,2020-01-11 22:00:00,0.0
525,2020-01-11 22:30:00,0.0
526,2020-01-11 23:00:00,0.0
527,2020-01-11 23:30:00,0.0
528,2020-01-12 00:00:00,0.0
529,2020-01-12 00:30:00,0.0
530,2020-01-12 01:00:00,0.0
531,2020-01-12 01:30:00,0.0
532,2020-01-12 02:00:00,0.0
533,2020-01-12 02:30:00,0.0
534,2020-01-12 03:00:00,0.0
535,2020-01-12 03:30:00,0.0
536,2020-01-12 04:00:00,0.0
537,2020-01-12 04:30:00,0.0
538,2020-01-12 05:00:00,0.0
539,2020-01-12 05:30:00,0.0
540,2020-01-12 06:00:00,0.0
541,2020-01-12 06:30:00,76.465
542,2020-01-12 07:00:00,152.93
543,2020-01-12 07:30:00,542.063
544,2020-01-12 08:00:00,931.196
545,2020-01-12 08:30:00,1286.25
546,2020-01-12 09:00:00,1641.304
547,2020-01-12 09:30:00,1925.0235
548,2020-01-12 10:00:00,2208.743
549,2020-01-12 10:30:00,2323.678
550,2020-01-12 11:00:00,2438.613
551,2020-01-12 11:30:00,2393.0925
552,2020-01-12 12:00:00,2347.572
553,2020-01-12 12:30:00,2170.7975
554,2020-01-12 13:00:00,1994.023
555,2020-01-12 13:30:00,1647.0745
556,2020-01-12 14:00:00,1300.126
557,2020-01-12 14:30:00,903.5965
558,2020-01-12 15:00:00,507.067
559,2020-01-12 15:30:00,263.7965
560,2020-01-12 16:00:00,20.526
561,2020-01-12 16:30:00,10.263
562,2020-01-12 17:00:00,0.0
563,2020-01-12 17:30:00,0.0
564,2020-01-12 18:00:00,0.0
565,2020-01-12 18:30:00,0.0
566,2020-01-12 19:00:00,0.0
567,2020-01-12 19:30:00,0.0
568,2020-01-12 20:00:00,0.0
569,2020-01-12 20:30:00,0.0
570,2020-01-12 21:00:00,0.0
571,2020-01-12 21:30:00,0.0
572,2020-01-12 22:00:00,0.0
573,2020-01-12 22:30:00,0.0
574,2020-01-12 23:00:00,0.0
575,2020-01-12 23:30:00,0.0
576,2020-01-13 00:00:00,0.0
577,2020-01-13 00:30:00,0.0
578,2020-01-13 01:00:00,0.0
579,2020-01-13 01:30:00,0.0
580,2020-01-13 02:00:00,0.0
581,2020-01-13 02:30:00,0.0
582,2020-01-13 03:00:00,0.0
583,2020-01-13 03:30:00,0.0
584,2020-01-13 04:00:00,0.0
585,2020-01-13 04:30:00,0.0
586,2020-01-13 05:00:00,0.0
587,2020-01-13 05:30:00,0.0
588,2020-01-13 06:00:00,0.0
589,2020-01-13 06:30:00,78.612
590,2020-01-13 07:00:00,157.224
591,2020-01-13 07:30:00,539.74
592,2020-01-13 08:00:00,922.256
593,2020-01-13 08:30:00,1254.3885
594,2020-01-13 09:00:00,1586.521
595,2020-01-13 09:30:00,1876.2
596,2020-01-13 10:00:00,2165.879
597,2020-01-13 10:30:00,2272.8365
598,2020-01-13 11:00:00,2379.794
599,2020-01-13 11:30:00,2356.2385
600,2020-01-13 12:00:00,2332.683
601,2020-01-13 12:30:00,2159.193
602,2020-01-13 13:00:00,1985.703
603,2020-01-13 13:30:00,1647.1615
604,2020-01-13 14:00:00,1308.62
605,2020-01-13 14:30:00,914.5615
606,2020-01-13 15:00:00,520.503
607,2020-01-13 15:30:00,270.573
608,2020-01-13 16:00:00,20.643
609,2020-01-13 16:30:00,10.3215
610,2020-01-13 17:00:00,0.0
611,2020-01-13 17:30:00,0.0
612,2020-01-13 18:00:00,0.0
613,2020-01-13 18:30:00,0.0
614,2020-01-13 19:00:00,0.0
615,2020-01-13 19:30:00,0.0
616,2020-01-13 20:00:00,0.0
617,2020-01-13 20:30:00,0.0
618,2020-01-13 21:00:00,0.0
619,2020-01-13 21:30:00,0.0
620,2020-01-13 22:00:00,0.0
621,2020-01-13 22:30:00,0.0
622,2020-01-13 23:00:00,0.0
623,2020-01-13 23:30:00,0.0
624,2020-01-14 00:00:00,0.0
625,2020-01-14 00:30:00,0.0
626,2020-01-14 01:00:00,0.0
627,2020-01-14 01:30:00,0.0
628,2020-01-14 02:00:00,0.0
629,2020-01-14 02:30:00,0.0
630,2020-01-14 03:00:00,0.0
631,2020-01-14 03:30:00,0.0
632,2020-01-14 04:00:00,0.0
633,2020-01-14 04:30:00,0.0
634,2020-01-14 05:00:00,0.0
635,2020-01-14 05:30:00,0.0
636,2020-01-14 06:00:00,0.0
637,2020-01-14 06:30:00,78.877
638,2020-01-14 07:00:00,157.754
639,2020-01-14 07:30:00,550.754
640,2020-01-14 08:00:00,943.754
641,2020-01-14 08:30:00,1295.881
642,2020-01-14 09:00:00,1648.0079999999998
643,2020-01-14 09:30:00,1940.1495
644,2020-01-14 10:00:00,2232.291
645,2020-01-14 10:30:00,2094.394
646,2020-01-14 11:00:00,1956.497
647,2020-01-14 11:30:00,1920.7855
648,2020-01-14 12:00:00,1885.074
649,2020-01-14 12:30:00,1751.3165
650,2020-01-14 13:00:00,1617.559
651,2020-01-14 13:30:00,1420.078
652,2020-01-14 14:00:00,1222.597
653,2020-01-14 14:30:00,902.454
654,2020-01-14 15:00:00,582.311
655,2020-01-14 15:30:00,303.3365
656,2020-01-14 16:00:00,24.362
657,2020-01-14 16:30:00,12.181
658,2020-01-14 17:00:00,0.0
659,2020-01-14 17:30:00,0.0
660,2020-01-14 18:00:00,0.0
661,2020-01-14 18:30:00,0.0
662,2020-01-14 19:00:00,0.0
663,2020-01-14 19:30:00,0.0
664,2020-01-14 20:00:00,0.0
665,2020-01-14 20:30:00,0.0
666,2020-01-14 21:00:00,0.0
667,2020-01-14 21:30:00,0.0
668,2020-01-14 22:00:00,0.0
669,2020-01-14 22:30:00,0.0
670,2020-01-14 23:00:00,0.0
671,2020-01-14 23:30:00,0.0
672,2020-01-15 00:00:00,0.0
673,2020-01-15 00:30:00,0.0
674,2020-01-15 01:00:00,0.0
675,2020-01-15 01:30:00,0.0
676,2020-01-15 02:00:00,0.0
677,2020-01-15 02:30:00,0.0
678,2020-01-15 03:00:00,0.0
679,2020-01-15 03:30:00,0.0
680,2020-01-15 04:00:00,0.0
681,2020-01-15 04:30:00,0.0
682,2020-01-15 05:00:00,0.0
683,2020-01-15 05:30:00,0.0
684,2020-01-15 06:00:00,0.0
685,2020-01-15 06:30:00,82.2785
686,2020-01-15 07:00:00,164.55700000000002
687,2020-01-15 07:30:00,552.7895
688,2020-01-15 08:00:00,941.022
689,2020-01-15 08:30:00,1285.708
690,2020-01-15 09:00:00,1630.394
691,2020-01-15 09:30:00,1924.638
692,2020-01-15 10:00:00,2218.882
693,2020-01-15 10:30:00,2308.0555
694,2020-01-15 11:00:00,2397.229
695,2020-01-15 11:30:00,2345.368
696,2020-01-15 12:00:00,2293.507
697,2020-01-15 12:30:00,2129.917
698,2020-01-15 13:00:00,1966.327
699,2020-01-15 13:30:00,1643.408
700,2020-01-15 14:00:00,1320.489
701,2020-01-15 14:30:00,950.327
702,2020-01-15 15:00:00,580.165
703,2020-01-15 15:30:00,303.9955
704,2020-01-15 16:00:00,27.826
705,2020-01-15 16:30:00,13.913
706,2020-01-15 17:00:00,0.0
707,2020-01-15 17:30:00,0.0
708,2020-01-15 18:00:00,0.0
709,2020-01-15 18:30:00,0.0
710,2020-01-15 19:00:00,0.0
